,date,item_nbr,unit_sales,onpromotion,weekday,DayFromWagePaid,DayToWagePaid,OilPrice,transactions,type,assortment_1,assortment_2,assortment_3,assortment_4,assortment_5,assortment_6,assortment_7,assortment_8,assortment_9,assortment_10,unit_sales_lag1,d1,ln_unit_sales_lag1,work,weekend,holiday,Sun,Mon,Tue,Wed,Thu,Fri,Sat
135,2014-05-23,108696.0,1.0,0,4,8,8,0.44226785978853955,0.30476618592930377,Work,0,1,0,0,0,0,0,0,0,0,2.0,0,0.6931471805599453,1,0,0,0,0,0,0,1,0,0
136,2014-05-24,108696.0,1.0,0,5,9,7,0.43840099973224433,-0.7681081586504298,Holiday,0,1,0,0,0,0,0,0,0,0,1.0,0,0.0,0,0,1,0,0,0,0,0,1,0
137,2014-05-26,108696.0,5.0,0,0,11,5,0.4306672796196548,0.48733513952375423,Work,0,1,0,0,0,0,0,0,0,0,1.0,0,0.0,1,0,0,1,0,0,0,0,0,0
138,2014-05-27,108696.0,5.0,0,1,12,4,0.4268004195633595,0.3385752514097576,Work,0,1,0,0,0,0,0,0,0,0,5.0,0,1.6094379124341003,1,0,0,0,1,0,0,0,0,0
139,2014-05-28,108696.0,3.0,0,2,13,3,0.33197828600899676,0.7037131585986585,Work,0,1,0,0,0,0,0,0,0,0,5.0,0,1.6094379124341003,1,0,0,0,0,1,0,0,0,0
140,2014-05-30,108696.0,3.0,0,4,15,1,0.33399577821228116,0.7352682863804154,Work,0,1,0,0,0,0,0,0,0,0,3.0,0,1.0986122886681098,1,0,0,0,0,0,0,1,0,0
141,2014-05-31,108696.0,1.0,0,5,0,0,0.3265983068002387,-0.6103325197416455,Weekend,0,1,0,0,0,0,0,0,0,0,3.0,0,1.0986122886681098,0,1,0,0,0,0,0,0,1,0
142,2014-06-02,108696.0,5.0,0,0,2,13,0.3118033639761528,0.7375222240791123,Work,0,1,0,0,0,0,0,0,0,0,1.0,0,0.0,1,0,0,1,0,0,0,0,0,0
143,2014-06-03,108696.0,1.0,0,1,3,12,0.32996079380571236,0.7871088534504445,Work,0,1,0,0,0,0,0,0,0,0,5.0,0,1.6094379124341003,1,0,0,0,1,0,0,0,0,0
144,2014-06-04,108696.0,1.0,0,2,4,11,0.32525331199804847,0.7645694764634753,Work,0,1,0,0,0,0,0,0,0,0,1.0,0,0.0,1,0,0,0,0,1,0,0,0,0
145,2014-06-06,108696.0,8.0,0,4,6,9,0.32861579900352217,0.6789198439129924,Work,0,1,0,0,0,0,0,0,0,0,1.0,0,0.0,1,0,0,0,0,0,0,1,0,0
146,2014-06-07,108696.0,1.0,0,5,7,8,0.368293145668114,-0.5990628312481608,Weekend,0,1,0,0,0,0,0,0,0,0,8.0,0,2.0794415416798357,0,1,0,0,0,0,0,0,1,0
147,2014-06-08,108696.0,2.0,0,6,8,7,0.4079704923327058,-2.6118291961845097,Weekend,0,1,0,0,0,0,0,0,0,0,1.0,0,0.0,0,1,0,0,0,0,0,0,0,1
148,2014-06-09,108696.0,4.0,0,0,9,6,0.44764783899729765,0.4400024478511189,Work,0,1,0,0,0,0,0,0,0,0,2.0,0,0.6931471805599453,1,0,0,1,0,0,0,0,0,0
149,2014-06-10,108696.0,1.0,0,1,10,5,0.4429403571896337,0.25743349425666845,Work,0,1,0,0,0,0,0,0,0,0,4.0,0,1.3862943611198906,1,0,0,0,1,0,0,0,0,0
150,2014-06-11,108696.0,1.0,0,2,11,4,0.44428535199182395,0.633841089939054,Work,0,1,0,0,0,0,0,0,0,0,1.0,0,0.0,1,0,0,0,0,1,0,0,0,0
151,2014-06-12,108696.0,2.0,0,3,12,3,0.5895447906282947,0.3227976875188791,Holiday,0,1,0,0,0,0,0,0,0,0,1.0,0,0.0,0,0,1,0,0,0,1,0,0,0
152,2014-06-13,108696.0,1.0,0,4,13,2,0.6090472152600426,0.7375222240791123,Work,0,1,0,0,0,0,0,0,0,0,2.0,0,0.6931471805599453,1,0,0,0,0,0,0,1,0,0
153,2014-06-14,108696.0,2.0,0,5,14,1,0.6097197126611377,-0.3240824320071367,Weekend,0,1,0,0,0,0,0,0,0,0,1.0,0,0.0,0,1,0,0,0,0,0,0,1,0
154,2014-06-15,108696.0,1.0,0,6,0,0,0.6103922100622328,-2.5442110652236023,Holiday,0,1,0,0,0,0,0,0,0,0,2.0,0,0.6931471805599453,0,0,1,0,0,0,0,0,0,1
155,2014-06-16,108696.0,2.0,0,0,1,14,0.611064707463327,0.47381151333157273,Work,0,1,0,0,0,0,0,0,0,0,1.0,0,0.0,1,0,0,1,0,0,0,0,0,0
156,2014-06-17,108696.0,3.0,0,1,2,13,0.5727323556009254,0.3520988776019391,Work,0,1,0,0,0,0,0,0,0,0,2.0,0,0.6931471805599453,1,0,0,0,1,0,0,0,0,0
157,2014-06-18,108696.0,1.0,0,2,3,12,0.5518849361669872,0.467049700235482,Work,0,1,0,0,0,0,0,0,0,0,3.0,0,1.0986122886681098,1,0,0,0,0,1,0,0,0,0
158,2014-06-19,108696.0,2.0,0,3,4,11,0.5814748218151571,0.2754649958462438,Work,0,1,0,0,0,0,0,0,0,0,1.0,0,0.0,1,0,0,0,0,0,1,0,0,0
159,2014-06-20,108696.0,1.0,0,4,5,10,0.6399820957104027,0.6518725915286293,Holiday,0,1,0,0,0,0,0,0,0,0,2.0,0,0.6931471805599453,0,0,1,0,0,0,0,1,0,0
160,2014-06-22,108696.0,2.0,0,6,7,8,0.5897689564286585,-2.474338996563998,Weekend,0,1,0,0,0,0,0,0,0,0,1.0,0,0.0,0,1,0,0,0,0,0,0,0,1
161,2014-06-23,108696.0,2.0,0,0,8,7,0.5646623867877878,0.523398142702905,Work,0,1,0,0,0,0,0,0,0,0,2.0,0,0.6931471805599453,1,0,0,1,0,0,0,0,0,0
162,2014-06-24,108696.0,3.0,0,1,9,6,0.5518849361669872,0.3227976875188791,Work,0,1,0,0,0,0,0,0,0,0,2.0,0,0.6931471805599453,1,0,0,0,1,0,0,0,0,0
163,2014-06-25,108696.0,3.0,0,2,10,5,0.5787848322107785,0.3520988776019391,Holiday,0,1,0,0,0,0,0,0,0,0,3.0,0,1.0986122886681098,0,0,1,0,0,1,0,0,0,0
164,2014-06-26,108696.0,2.0,0,3,11,4,0.5417974751505652,0.2619413696540623,Work,0,1,0,0,0,0,0,0,0,0,3.0,0,1.0986122886681098,1,0,0,0,0,0,1,0,0,0
165,2014-06-27,108696.0,2.0,0,4,12,3,0.5397799829472809,0.6203174637468725,Work,0,1,0,0,0,0,0,0,0,0,2.0,0,0.6931471805599453,1,0,0,0,0,0,0,1,0,0
166,2014-06-28,108696.0,5.0,0,5,13,2,0.5310375167330491,-0.6554112737155838,Holiday,0,1,0,0,0,0,0,0,0,0,2.0,0,0.6931471805599453,0,0,1,0,0,0,0,0,1,0
167,2014-06-29,108696.0,1.0,0,6,14,1,0.5222950505188174,-2.580274068402753,Holiday,0,1,0,0,0,0,0,0,0,0,5.0,0,1.6094379124341003,0,0,1,0,0,0,0,0,0,1
168,2014-06-30,108696.0,2.0,0,0,0,0,0.5135525843045847,0.3768921922876052,Holiday,0,1,0,0,0,0,0,0,0,0,1.0,0,0.0,0,0,1,1,0,0,0,0,0,0
169,2014-07-02,108696.0,2.0,0,2,2,13,0.4537003156071508,0.8366954828217767,Work,0,1,0,0,0,0,0,0,0,0,2.0,0,0.6931471805599453,1,0,0,0,0,1,0,0,0,0
170,2014-07-05,108696.0,1.0,0,5,5,10,0.4062892488299685,-1.043088557891454,Holiday,0,1,0,0,0,0,0,0,0,0,2.0,0,0.6931471805599453,0,0,1,0,0,0,0,0,1,0
171,2014-07-07,108696.0,4.0,0,0,7,8,0.3871230728987677,0.4512721363446035,Work,0,1,0,0,0,0,0,0,0,0,1.0,0,0.0,1,0,0,1,0,0,0,0,0,0
172,2014-07-08,108696.0,2.0,0,1,8,7,0.37838060668453594,0.4986048280172388,Holiday,0,1,0,0,0,0,0,0,0,0,4.0,0,1.3862943611198906,0,0,1,0,1,0,0,0,0,0
173,2014-07-09,108696.0,3.0,0,2,9,6,0.3023884003608269,0.5188902673055111,Holiday,0,1,0,0,0,0,0,0,0,0,2.0,0,0.6931471805599453,0,0,1,0,0,1,0,0,0,0
174,2014-07-10,108696.0,4.0,0,3,10,5,0.34811822363527095,0.16727598630879167,Work,0,1,0,0,0,0,0,0,0,0,3.0,0,1.0986122886681098,1,0,0,0,0,0,1,0,0,0
175,2014-07-11,108696.0,3.0,1,4,11,4,0.20487627720208468,0.47606545103026965,Work,0,1,0,0,0,0,0,0,0,0,4.0,0,1.3862943611198906,1,0,0,0,0,0,0,1,0,0
176,2014-07-12,108696.0,1.0,0,5,12,3,0.2104804222112065,-0.8560117288996097,Holiday,0,1,0,0,0,0,0,0,0,0,3.0,0,1.0986122886681098,0,0,1,0,0,0,0,0,1,0
177,2014-07-14,108696.0,4.0,0,0,14,1,0.221688712229454,0.6518725915286293,Work,0,1,0,0,0,0,0,0,0,0,1.0,0,0.0,1,0,0,1,0,0,0,0,0,0
178,2014-07-15,108696.0,2.0,0,1,0,0,0.14300651630136546,0.4986048280172388,Work,0,1,0,0,0,0,0,0,0,0,4.0,0,1.3862943611198906,1,0,0,0,1,0,0,0,0,0
179,2014-07-16,108696.0,1.0,0,2,1,15,0.23177617324587502,0.5098745165107235,Work,0,1,0,0,0,0,0,0,0,0,2.0,0,0.6931471805599453,1,0,0,0,0,1,0,0,0,0
180,2014-07-17,108696.0,4.0,0,3,2,14,0.36358566386045105,0.22362442877621466,Work,0,1,0,0,0,0,0,0,0,0,1.0,0,0.0,1,0,0,0,0,0,1,0,0,0
181,2014-07-18,108696.0,2.0,1,4,3,13,0.3629131664593559,0.42873275935763433,Work,0,1,0,0,0,0,0,0,0,0,4.0,0,1.3862943611198906,1,0,0,0,0,0,0,1,0,0
182,2014-07-19,108696.0,1.0,0,5,4,12,0.3967622023144583,-0.8064250995282775,Weekend,0,1,0,0,0,0,0,0,0,0,2.0,0,0.6931471805599453,0,1,0,0,0,0,0,0,1,0
183,2014-07-21,108696.0,3.0,0,0,6,10,0.46446027402466694,0.48958907722245115,Work,0,1,0,0,0,0,0,0,0,0,1.0,0,0.0,1,0,0,1,0,0,0,0,0,0
184,2014-07-22,108696.0,2.0,0,1,7,9,0.41402296894255897,0.38365400538369593,Work,0,1,0,0,0,0,0,0,0,0,3.0,0,1.0986122886681098,1,0,0,0,1,0,0,0,0,0
185,2014-07-23,108696.0,3.0,0,2,8,8,0.36156817165716665,0.6248253391442663,Work,0,1,0,0,0,0,0,0,0,0,2.0,0,0.6931471805599453,1,0,0,0,0,1,0,0,0,0
186,2014-07-25,108696.0,3.0,1,4,10,6,0.4570628026126245,0.550445395087268,Work,0,1,0,0,0,0,0,0,0,0,3.0,0,1.0986122886681098,1,0,0,0,0,0,0,1,0,0
187,2014-07-26,108696.0,2.0,0,5,11,5,0.4671502636290455,-0.7996632864321868,Weekend,0,1,0,0,0,0,0,0,0,0,3.0,0,1.0986122886681098,0,1,0,0,0,0,0,0,1,0
188,2014-07-28,108696.0,3.0,0,0,13,3,0.4873251856618895,0.7014592208999616,Work,0,1,0,0,0,0,0,0,0,0,2.0,0,0.6931471805599453,1,0,0,1,0,0,0,0,0,0
189,2014-07-29,108696.0,2.0,0,1,14,2,0.43554288577759126,0.36111462839672676,Work,0,1,0,0,0,0,0,0,0,0,3.0,0,1.0986122886681098,1,0,0,0,1,0,0,0,0,0
190,2014-07-30,108696.0,2.0,0,2,15,1,0.393848046909716,0.5729847720742371,Work,0,1,0,0,0,0,0,0,0,0,2.0,0,0.6931471805599453,1,0,0,0,0,1,0,0,0,0
191,2014-07-31,108696.0,2.0,0,3,0,0,-0.013685378153716513,0.3205437498201822,Work,0,1,0,0,0,0,0,0,0,0,2.0,0,0.6931471805599453,1,0,0,0,0,0,1,0,0,0
192,2014-08-01,108696.0,2.0,1,4,1,14,-0.038567781994223414,0.7645694764634753,Work,0,1,0,0,0,0,0,0,0,0,2.0,0,0.6931471805599453,1,0,0,0,0,0,0,1,0,0
193,2014-08-02,108696.0,2.0,0,5,2,13,-0.029601149979626,-0.8650274796943974,Weekend,0,1,0,0,0,0,0,0,0,0,2.0,0,0.6931471805599453,0,1,0,0,0,0,0,0,1,0
194,2014-08-03,108696.0,1.0,0,6,3,12,-0.02063451796502858,-2.550972878319693,Weekend,0,1,0,0,0,0,0,0,0,0,2.0,0,0.6931471805599453,0,1,0,0,0,0,0,0,0,1
195,2014-08-04,108696.0,2.0,0,0,4,11,-0.011667885950432118,0.6789198439129924,Work,0,1,0,0,0,0,0,0,0,0,1.0,0,0.0,1,0,0,1,0,0,0,0,0,0
196,2014-08-08,108696.0,3.0,1,4,8,7,-0.05538021702159274,0.550445395087268,Work,0,1,0,0,0,0,0,0,0,0,2.0,0,0.6931471805599453,1,0,0,0,0,0,0,1,0,0
197,2014-08-09,108696.0,4.0,0,5,9,6,-0.0446202586040766,-0.8447420404061251,Weekend,0,1,0,0,0,0,0,0,0,0,3.0,0,1.0986122886681098,0,1,0,0,0,0,0,0,1,0
198,2014-08-11,108696.0,1.0,0,0,11,4,-0.02310034176904337,0.5256520804016018,Work,0,1,0,0,0,0,0,0,0,0,4.0,0,1.3862943611198906,1,0,0,1,0,0,0,0,0,0
199,2014-08-12,108696.0,2.0,0,1,12,3,-0.07219265204896205,0.24841774346188078,Work,0,1,0,0,0,0,0,0,0,0,1.0,0,0.0,1,0,0,0,1,0,0,0,0,0
200,2014-08-13,108696.0,4.0,0,2,13,2,-0.058070206625972245,0.6248253391442663,Work,0,1,0,0,0,0,0,0,0,0,2.0,0,0.6931471805599453,1,0,0,0,0,1,0,0,0,0
201,2014-04-02,108698.0,2.0,0,2,2,13,0.07844676579626672,0.6946974078038708,Work,0,0,1,0,0,0,0,0,0,0,4.0,0,1.3862943611198906,1,0,0,0,0,1,0,0,0,0
202,2014-04-03,108698.0,5.0,0,3,3,12,0.12484908647180684,0.44676426094720967,Work,0,0,1,0,0,0,0,0,0,0,2.0,0,0.6931471805599453,1,0,0,0,0,0,1,0,0,0
203,2014-04-04,108698.0,3.0,0,4,4,11,0.18335636036705144,0.6406029030351448,Work,0,0,1,0,0,0,0,0,0,0,5.0,0,1.6094379124341003,1,0,0,0,0,0,0,1,0,0
204,2014-04-05,108698.0,1.0,0,5,5,10,0.16699225694041347,-0.44579506773677036,Weekend,0,0,1,0,0,0,0,0,0,0,3.0,0,1.0986122886681098,0,1,0,0,0,0,0,0,1,0
205,2014-04-07,108698.0,4.0,0,0,7,8,0.1342640500871337,0.7780931026556568,Work,0,0,1,0,0,0,0,0,0,0,1.0,0,0.0,1,0,0,1,0,0,0,0,0,0
206,2014-04-08,108698.0,2.0,0,1,8,7,0.2781784939214142,0.3430831268071514,Work,0,0,1,0,0,0,0,0,0,0,4.0,0,1.3862943611198906,1,0,0,0,1,0,0,0,0,0
207,2014-04-09,108698.0,2.0,0,2,9,6,0.3440832392287022,0.7871088534504445,Work,0,0,1,0,0,0,0,0,0,0,2.0,0,0.6931471805599453,1,0,0,0,0,1,0,0,0,0
208,2014-04-10,108698.0,1.0,0,3,10,5,0.33197828600899676,0.40393944467196824,Work,0,0,1,0,0,0,0,0,0,0,2.0,0,0.6931471805599453,1,0,0,0,0,0,1,0,0,0
209,2014-04-11,108698.0,3.0,0,4,11,4,0.3528257054429349,0.6203174637468725,Work,0,0,1,0,0,0,0,0,0,0,1.0,0,0.0,1,0,0,0,0,0,0,1,0,0
210,2014-04-12,108698.0,1.0,0,5,12,3,0.36111984005643716,-0.5652537657677071,Weekend,0,0,1,0,0,0,0,0,0,0,3.0,0,1.0986122886681098,0,1,0,0,0,0,0,0,1,0
211,2014-04-13,108698.0,1.0,0,6,13,2,0.36941397466993947,-2.5419571275249053,Weekend,0,0,1,0,0,0,0,0,0,0,1.0,0,0.0,0,1,0,0,0,0,0,0,0,1
212,2014-04-14,108698.0,1.0,0,0,14,1,0.37770810928344084,0.6518725915286293,Work,0,0,1,0,0,0,0,0,0,0,1.0,0,0.0,1,0,0,1,0,0,0,0,0,0
213,2014-04-15,108698.0,3.0,0,1,0,0,0.35417070024512415,0.4580339494406943,Work,0,0,1,0,0,0,0,0,0,0,1.0,0,0.0,1,0,0,0,1,0,0,0,0,0
214,2014-04-17,108698.0,2.0,0,3,2,13,0.3965380365140945,0.4354945724537251,Work,0,0,1,0,0,0,0,0,0,0,3.0,0,1.0986122886681098,1,0,0,0,0,0,1,0,0,0
215,2014-04-18,108698.0,1.0,0,4,3,12,0.39687428521464163,-2.4427838687822407,Holiday,0,0,1,0,0,0,0,0,0,0,2.0,0,0.6931471805599453,0,0,1,0,0,0,0,1,0,0
216,2014-04-22,108698.0,1.0,0,1,7,8,0.21899872262507447,0.21911655337882083,Work,0,0,1,0,0,0,0,0,0,0,1.0,0,0.0,1,0,0,0,1,0,0,0,0,0
217,2014-04-23,108698.0,5.0,0,2,8,7,0.20420377980098955,0.7758391649569599,Work,0,0,1,0,0,0,0,0,0,0,1.0,0,0.0,1,0,0,0,0,1,0,0,0,0
218,2014-04-24,108698.0,3.0,0,3,9,6,0.25329609008090825,0.44225638554981583,Work,0,0,1,0,0,0,0,0,0,0,5.0,0,1.6094379124341003,1,0,0,0,0,0,1,0,0,0
219,2014-04-25,108698.0,2.0,0,4,10,5,0.16250894093311333,0.606793837554691,Work,0,0,1,0,0,0,0,0,0,0,3.0,0,1.0986122886681098,1,0,0,0,0,0,0,1,0,0
220,2014-04-26,108698.0,3.0,0,5,11,4,0.16878558334333027,-0.8041711618295806,Weekend,0,0,1,0,0,0,0,0,0,0,2.0,0,0.6931471805599453,0,1,0,0,0,0,0,0,1,0
221,2014-04-28,108698.0,2.0,0,0,13,2,0.18133886816376704,0.43098669705633125,Work,0,0,1,0,0,0,0,0,0,0,3.0,0,1.0986122886681098,1,0,0,1,0,0,0,0,0,0
222,2014-04-29,108698.0,3.0,0,1,14,1,0.21025625641084272,0.37238431689021134,Work,0,0,1,0,0,0,0,0,0,0,2.0,0,0.6931471805599453,1,0,0,0,1,0,0,0,0,0
223,2014-04-30,108698.0,2.0,0,2,0,0,0.11005414364772097,0.8998057383852904,Work,0,0,1,0,0,0,0,0,0,0,3.0,0,1.0986122886681098,1,0,0,0,0,1,0,0,0,0
224,2014-05-01,108698.0,1.0,0,3,1,14,0.0844992424061199,-2.4517996195770286,Holiday,0,0,1,0,0,0,0,0,0,0,2.0,0,0.6931471805599453,0,0,1,0,0,0,1,0,0,0
225,2014-05-02,108698.0,1.0,0,4,2,13,0.1113991384499112,0.4828272641263604,Work,0,0,1,0,0,0,0,0,0,0,1.0,0,0.0,1,0,0,0,0,0,0,1,0,0
226,2014-05-03,108698.0,2.0,0,5,3,12,0.10355333543713738,-0.596808893549464,Weekend,0,0,1,0,0,0,0,0,0,0,1.0,0,0.0,0,1,0,0,0,0,0,0,1,0
227,2014-05-04,108698.0,2.0,0,6,4,11,0.09570753242436453,-2.519417750537936,Weekend,0,0,1,0,0,0,0,0,0,0,2.0,0,0.6931471805599453,0,1,0,0,0,0,0,0,0,1
228,2014-05-05,108698.0,3.0,0,0,5,10,0.08786172941159358,-0.2947812419240768,Work,0,0,1,0,0,0,0,0,0,0,2.0,0,0.6931471805599453,1,0,0,1,0,0,0,0,0,0
229,2014-05-06,108698.0,1.0,0,1,6,9,0.09256921121925749,0.5820005228690248,Work,0,0,1,0,0,0,0,0,0,0,3.0,0,1.0986122886681098,1,0,0,0,1,0,0,0,0,0
230,2014-05-08,108698.0,3.0,0,3,8,7,0.14031652669698594,0.3070201236280007,Work,0,0,1,0,0,0,0,0,0,0,1.0,0,0.0,1,0,0,0,0,0,1,0,0,0
231,2014-05-09,108698.0,5.0,0,4,9,6,0.1268665786750903,0.9178372399748659,Work,0,0,1,0,0,0,0,0,0,0,3.0,0,1.0986122886681098,1,0,0,0,0,0,0,1,0,0
232,2014-05-10,108698.0,1.0,0,5,10,5,0.1396440292958918,-0.3398599958980152,Holiday,0,0,1,0,0,0,0,0,0,0,5.0,0,1.6094379124341003,0,0,1,0,0,0,0,0,1,0
233,2014-05-12,108698.0,3.0,0,0,12,3,0.16519893053749285,0.3994315692745744,Work,0,0,1,0,0,0,0,0,0,0,1.0,0,0.0,1,0,0,1,0,0,0,0,0,0
234,2014-05-13,108698.0,2.0,0,1,13,2,0.2405186394601077,0.6383489653364478,Work,0,0,1,0,0,0,0,0,0,0,3.0,0,1.0986122886681098,1,0,0,0,1,0,0,0,0,0
235,2014-05-14,108698.0,3.0,0,2,14,1,0.282213478327983,0.6090477752533879,Work,0,0,1,0,0,0,0,0,0,0,2.0,0,0.6931471805599453,1,0,0,0,0,1,0,0,0,0
236,2014-05-15,108698.0,3.0,0,3,0,0,0.22236120963054815,0.4580339494406943,Work,0,0,1,0,0,0,0,0,0,0,3.0,0,1.0986122886681098,1,0,0,0,0,0,1,0,0,0
237,2014-05-16,108698.0,4.0,0,4,1,15,0.2606935614929507,0.46479576253678506,Work,0,0,1,0,0,0,0,0,0,0,3.0,0,1.0986122886681098,1,0,0,0,0,0,0,1,0,0
238,2014-05-17,108698.0,2.0,0,5,2,14,0.2750401727163062,-0.6756967130038561,Weekend,0,0,1,0,0,0,0,0,0,0,4.0,0,1.3862943611198906,0,1,0,0,0,0,0,0,1,0
239,2014-05-18,108698.0,1.0,0,6,3,13,0.28938678393966166,-2.526179563634027,Weekend,0,0,1,0,0,0,0,0,0,0,2.0,0,0.6931471805599453,0,1,0,0,0,0,0,0,0,1
240,2014-05-19,108698.0,6.0,0,0,4,12,0.3037333951630162,0.6834277193103863,Work,0,0,1,0,0,0,0,0,0,0,1.0,0,0.0,1,0,0,1,0,0,0,0,0,0
241,2014-05-20,108698.0,1.0,0,1,5,11,0.29364593414659423,0.5617150835807526,Work,0,0,1,0,0,0,0,0,0,0,6.0,0,1.791759469228055,1,0,0,0,1,0,0,0,0,0
242,2014-05-21,108698.0,2.0,0,2,6,10,0.3951930417119053,0.7690773518608691,Work,0,0,1,0,0,0,0,0,0,0,1.0,0,0.0,1,0,0,0,0,1,0,0,0,0
243,2014-05-23,108698.0,7.0,0,4,8,8,0.44226785978853955,0.30476618592930377,Work,0,0,1,0,0,0,0,0,0,0,2.0,0,0.6931471805599453,1,0,0,0,0,0,0,1,0,0
244,2014-05-24,108698.0,1.0,0,5,9,7,0.43840099973224433,-0.7681081586504298,Holiday,0,0,1,0,0,0,0,0,0,0,7.0,0,1.9459101490553132,0,0,1,0,0,0,0,0,1,0
245,2014-05-27,108698.0,2.0,0,1,12,4,0.4268004195633595,0.3385752514097576,Work,0,0,1,0,0,0,0,0,0,0,1.0,0,0.0,1,0,0,0,1,0,0,0,0,0
246,2014-05-28,108698.0,2.0,0,2,13,3,0.33197828600899676,0.7037131585986585,Work,0,0,1,0,0,0,0,0,0,0,2.0,0,0.6931471805599453,1,0,0,0,0,1,0,0,0,0
247,2014-05-29,108698.0,2.0,0,3,14,2,0.3918305547064316,0.3633685660954237,Work,0,0,1,0,0,0,0,0,0,0,2.0,0,0.6931471805599453,1,0,0,0,0,0,1,0,0,0
248,2014-05-30,108698.0,1.0,0,4,15,1,0.33399577821228116,0.7352682863804154,Work,0,0,1,0,0,0,0,0,0,0,2.0,0,0.6931471805599453,1,0,0,0,0,0,0,1,0,0
249,2014-06-02,108698.0,2.0,0,0,2,13,0.3118033639761528,0.7375222240791123,Work,0,0,1,0,0,0,0,0,0,0,1.0,0,0.0,1,0,0,1,0,0,0,0,0,0
250,2014-06-04,108698.0,1.0,0,2,4,11,0.32525331199804847,0.7645694764634753,Work,0,0,1,0,0,0,0,0,0,0,2.0,0,0.6931471805599453,1,0,0,0,0,1,0,0,0,0
251,2014-06-05,108698.0,6.0,0,3,5,10,0.3185283379871011,0.30251224823060685,Work,0,0,1,0,0,0,0,0,0,0,1.0,0,0.0,1,0,0,0,0,0,1,0,0,0
252,2014-06-07,108698.0,2.0,0,5,7,8,0.368293145668114,-0.5990628312481608,Weekend,0,0,1,0,0,0,0,0,0,0,6.0,0,1.791759469228055,0,1,0,0,0,0,0,0,1,0
253,2014-06-08,108698.0,2.0,0,6,8,7,0.4079704923327058,-2.6118291961845097,Weekend,0,0,1,0,0,0,0,0,0,0,2.0,0,0.6931471805599453,0,1,0,0,0,0,0,0,0,1
254,2014-06-09,108698.0,3.0,0,0,9,6,0.44764783899729765,0.4400024478511189,Work,0,0,1,0,0,0,0,0,0,0,2.0,0,0.6931471805599453,1,0,0,1,0,0,0,0,0,0
255,2014-06-10,108698.0,1.0,0,1,10,5,0.4429403571896337,0.25743349425666845,Work,0,0,1,0,0,0,0,0,0,0,3.0,0,1.0986122886681098,1,0,0,0,1,0,0,0,0,0
256,2014-06-11,108698.0,1.0,0,2,11,4,0.44428535199182395,0.633841089939054,Work,0,0,1,0,0,0,0,0,0,0,1.0,0,0.0,1,0,0,0,0,1,0,0,0,0
257,2014-06-13,108698.0,5.0,0,4,13,2,0.6090472152600426,0.7375222240791123,Work,0,0,1,0,0,0,0,0,0,0,1.0,0,0.0,1,0,0,0,0,0,0,1,0,0
258,2014-06-16,108698.0,3.0,0,0,1,14,0.611064707463327,0.47381151333157273,Work,0,0,1,0,0,0,0,0,0,0,5.0,0,1.6094379124341003,1,0,0,1,0,0,0,0,0,0
259,2014-06-17,108698.0,2.0,0,1,2,13,0.5727323556009254,0.3520988776019391,Work,0,0,1,0,0,0,0,0,0,0,3.0,0,1.0986122886681098,1,0,0,0,1,0,0,0,0,0
260,2014-06-18,108698.0,5.0,0,2,3,12,0.5518849361669872,0.467049700235482,Work,0,0,1,0,0,0,0,0,0,0,2.0,0,0.6931471805599453,1,0,0,0,0,1,0,0,0,0
261,2014-06-19,108698.0,1.0,0,3,4,11,0.5814748218151571,0.2754649958462438,Work,0,0,1,0,0,0,0,0,0,0,5.0,0,1.6094379124341003,1,0,0,0,0,0,1,0,0,0
262,2014-06-20,108698.0,3.0,0,4,5,10,0.6399820957104027,0.6518725915286293,Holiday,0,0,1,0,0,0,0,0,0,0,1.0,0,0.0,0,0,1,0,0,0,0,1,0,0
263,2014-06-21,108698.0,1.0,0,5,6,9,0.614875526069532,-0.7252833423751884,Weekend,0,0,1,0,0,0,0,0,0,0,3.0,0,1.0986122886681098,0,1,0,0,0,0,0,0,1,0
264,2014-06-23,108698.0,3.0,0,0,8,7,0.5646623867877878,0.523398142702905,Work,0,0,1,0,0,0,0,0,0,0,1.0,0,0.0,1,0,0,1,0,0,0,0,0,0
265,2014-06-24,108698.0,1.0,0,1,9,6,0.5518849361669872,0.3227976875188791,Work,0,0,1,0,0,0,0,0,0,0,3.0,0,1.0986122886681098,1,0,0,0,1,0,0,0,0,0
266,2014-06-25,108698.0,3.0,0,2,10,5,0.5787848322107785,0.3520988776019391,Holiday,0,0,1,0,0,0,0,0,0,0,1.0,0,0.0,0,0,1,0,0,1,0,0,0,0
267,2014-06-26,108698.0,2.0,0,3,11,4,0.5417974751505652,0.2619413696540623,Work,0,0,1,0,0,0,0,0,0,0,3.0,0,1.0986122886681098,1,0,0,0,0,0,1,0,0,0
268,2014-06-27,108698.0,1.0,0,4,12,3,0.5397799829472809,0.6203174637468725,Work,0,0,1,0,0,0,0,0,0,0,2.0,0,0.6931471805599453,1,0,0,0,0,0,0,1,0,0
269,2014-06-28,108698.0,2.0,0,5,13,2,0.5310375167330491,-0.6554112737155838,Holiday,0,0,1,0,0,0,0,0,0,0,1.0,0,0.0,0,0,1,0,0,0,0,0,1,0
270,2014-06-30,108698.0,1.0,0,0,0,0,0.5135525843045847,0.3768921922876052,Holiday,0,0,1,0,0,0,0,0,0,0,2.0,0,0.6931471805599453,0,0,1,1,0,0,0,0,0,0
